COUNTY,YEAR,County_ID,CRIME_THEFT_100k,CRIME_VIOLENT_100k,CRIME_PROPERTY_100k,OVERDOSE_100k,UNEMPLOYMENT_RATE,MEDIAN_INCOME,UNDER_18_POVERTY_RATE,ALL_AGES_POVERTY_RATE
LAWRENCE COUNTY,2016,44,1558.972331,164.7962295,1598.523426,44.49498195,6.5,42132,26.5,17.9
LAWRENCE COUNTY,2017,44,1547.137795,131.4235331,1585.400343,53.23484886,5.9,43108,26.9,19.5
LICKING COUNTY,2014,45,2434.144124,103.8819995,2497.889897,13.57548857,5.3,57308,20.6,13.5
LICKING COUNTY,2015,45,1546.198392,102.5719176,1593.088411,16.99763205,4.4,59119,17.4,12.6
LICKING COUNTY,2016,45,1332.612374,50.58345398,1373.893124,10.4655422,4.4,58902,17.1,11.7
LICKING COUNTY,2017,45,1965.221397,117.4641562,2071.745264,23.60799217,4.2,62658,12.4,8.9
LOGAN COUNTY,2014,46,2315.557999,96.75645959,2350.742166,8.796041781,5,50753,27.2,17
LOGAN COUNTY,2015,46,2096.496267,110.4581805,2142.888702,17.67330889,4.2,49690,17.3,10.9
LOGAN COUNTY,2016,46,1787.137922,88.5818053,1813.712463,31.00363185,4.2,53760,17.5,12.2
LOGAN COUNTY,2017,46,1353.738792,86.12693786,1353.738792,33.12574533,4.1,54782,16.7,11.1
LORAIN COUNTY,2014,47,1398.208638,111.6727594,1400.179333,23.31989976,6.4,52331,21.7,14.7
LORAIN COUNTY,2015,47,1132.932987,87.75319088,1137.844546,20.6285486,5.6,52779,20.9,13.5
LORAIN COUNTY,2016,47,1177.030778,131.1073352,1190.076284,47.61609685,6,54951,17.9,12.4
LORAIN COUNTY,2017,47,1539.226713,218.4499158,1472.261412,43.23487917,6.1,55443,20.1,13.5
LUCAS COUNTY,2014,48,1955.374749,743.9075741,1976.313688,26.46129633,6.4,42344,29.4,20.7
LUCAS COUNTY,2015,48,3460.451815,766.8623223,3476.135014,27.21496362,5.3,43136,28.9,19.5
LUCAS COUNTY,2016,48,3304.427392,817.7308258,3312.05246,36.27684082,5.2,45251,27.9,19.8
LUCAS COUNTY,2017,48,3620.140453,701.3384126,3379.091624,35.49612211,5.9,47562,25.6,17.9
MADISON COUNTY,2014,49,1702.969397,68.20972216,1741.621572,15.91560184,4.8,52996,17.1,12.6
MADISON COUNTY,2015,49,1661.076867,97.44379985,1715.464104,15.86294416,4,63736,14,9.3
MADISON COUNTY,2016,49,1867.693514,71.47962831,1946.090525,34.58691692,3.9,60039,16,11.8
MADISON COUNTY,2017,49,1459.8043,68.10906532,1496.129135,45.40604354,3.9,69937,13.1,9.6
MAHONING COUNTY,2014,50,3087.977582,274.2202932,3219.08916,20.56652199,6.7,41316,28.7,18.9
MAHONING COUNTY,2015,50,2804.177591,289.7750793,2875.327722,25.87277494,6.1,42443,26.8,16.8
MAHONING COUNTY,2016,50,2381.768855,253.9338036,2449.050461,36.02821487,6.4,42839,27.2,18.7
MAHONING COUNTY,2017,50,2407.721403,276.0749533,2406.851876,48.69353506,6.8,43904,28.9,18.4
MARION COUNTY,2014,51,4151.149888,200.6414446,4158.749943,41.04029549,6,42240,27.3,21.3
MARION COUNTY,2015,51,4378.881038,247.7746169,4391.116821,33.64840476,5.1,43529,27.7,18.2
MARION COUNTY,2016,51,3833.029853,221.8719875,3817.728337,36.72363931,5.1,44783,22.7,14.8
MARION COUNTY,2017,51,2787.145255,187.8628293,2796.38441,46.19577771,5,46450,23.6,16.5
MEDINA COUNTY,2014,52,928.0795237,46.63144666,940.5903996,9.667495038,5,68405,9.6,7
MEDINA COUNTY,2015,52,841.318861,49.95685544,837.9127117,15.32767156,4.1,70576,8.8,7
MEDINA COUNTY,2016,52,664.2133171,46.35361021,673.2579239,23.17680511,4.4,73148,8.1,6.5
MEDINA COUNTY,2017,52,673.2495512,40.39497307,660.3456014,23.56373429,4.7,72926,7.6,6
MEIGS COUNTY,2014,53,1241.515594,124.5811496,1310.250021,17.18360684,9,38081,32.7,22.6
MEIGS COUNTY,2015,53,1061.351281,94.91759427,1108.810079,12.94330831,8.2,38479,31.3,22.8
MEIGS COUNTY,2016,53,1070.950469,172.7339465,1105.497258,38.86513797,8.5,39070,28.2,21.1
MEIGS COUNTY,2017,53,875.1787184,108.3141978,918.5043976,17.33027165,8.1,42200,32.2,19.9
MERCER COUNTY,2014,54,1360.176774,95.75251657,1399.459858,12.27596366,3.8,52606,11.7,8.9
MERCER COUNTY,2015,54,1006.876228,68.76227898,1053.536346,7.367387033,3.3,56124,10.6,7.8
MERCER COUNTY,2016,54,397.9073023,34.38705082,417.5570457,12.28108958,3.3,57577,10.3,8.2
MERCER COUNTY,2017,54,444.8790027,24.44390125,447.3233928,17.11073087,3.1,60055,9.7,6.9
MIAMI COUNTY,2014,55,2657.858498,97.26221315,2703.119132,18.29685198,5.4,51868,15.7,10.6
MIAMI COUNTY,2015,55,2325.089833,142.1955766,2344.305451,16.33327569,4.4,51685,14,10.7
MIAMI COUNTY,2016,55,2091.082066,92.74575234,2123.590886,37.28952929,4.4,59591,13.3,9.5
MIAMI COUNTY,2017,55,1767.919061,119.6979053,1796.418563,38.94931839,4.2,60800,12,9
MONROE COUNTY,2014,56,403.9559827,48.75330826,410.9207411,27.85903329,11,40646,23,15.7
MONROE COUNTY,2015,56,406.7321178,56.10098177,406.7321178,7.012622721,9.9,41754,24.4,18.3
MONROE COUNTY,2016,56,383.223334,78.06401249,432.9004329,7.096728408,11.1,44062,22.4,15.2
MONROE COUNTY,2017,56,344.0860215,50.17921147,365.5913978,14.33691756,8.3,44868,24.2,15.2
MONTGOMERY COUNTY,2014,57,3448.275862,358.5185241,3510.063497,47.13889447,6.2,42994,30.3,19.7
MONTGOMERY COUNTY,2015,57,3110.727535,391.0972723,3205.305385,44.93858081,5,46696,27,17.7
MONTGOMERY COUNTY,2016,57,3057.366277,405.3675477,3187.098933,60.16586978,4.9,47239,27.2,18.2
MONTGOMERY COUNTY,2017,57,2615.349024,360.5626809,2697.54302,97.99330034,4.9,48039,23,15.9
MORGAN COUNTY,2014,58,1438.263229,264.5861601,1431.478969,27.13704206,7.8,37923,27.6,18.1
MORGAN COUNTY,2015,58,1282.138254,217.0816091,1356.760057,0,7.3,39969,29.1,19
MORGAN COUNTY,2016,58,1261.701262,189.9335233,1363.451363,27.13336047,8.3,40680,27.6,18.7
MORGAN COUNTY,2017,58,1048.831983,231.5603078,1021.589593,13.62119458,6.7,41375,27.3,20.5
MORROW COUNTY,2014,59,933.0013451,51.51541169,964.4829856,17.1718039,6,49846,21.1,12.1
MORROW COUNTY,2015,59,420.5888244,34.33378158,452.0614575,8.583445395,5,52312,19.4,11.3
MORROW COUNTY,2016,59,74.43245255,5.725573273,77.29523919,17.17671982,5.1,52953,19.4,12.2
MORROW COUNTY,2017,59,71.54508771,11.44721403,65.8214807,31.47983859,4.9,55466,17.9,11.2
MUSKINGUM COUNTY,2014,60,2994.179278,176.9499418,3054.714785,5.820721769,7.1,41814,27.2,19.1
MUSKINGUM COUNTY,2015,60,3031.076659,174.0664237,3158.72537,15.08575672,6.2,43324,26.7,16.5
MUSKINGUM COUNTY,2016,60,2718.295279,173.3102253,2782.268852,8.142091122,6,44871,22.7,14.8
MUSKINGUM COUNTY,2017,60,2417.931931,189.2092678,2471.328412,24.37665413,5.6,44884,21.5,14.8
NOBLE COUNTY,2014,61,6.881365263,6.881365263,6.881365263,0,7.6,43953,20,16.3
NOBLE COUNTY,2015,61,283.3448514,6.910850035,290.2557015,34.55425017,7.3,47714,17.8,15
NOBLE COUNTY,2016,61,574.5137399,6.921852288,609.1230013,6.921852288,8.7,48836,18.1,15.1
NOBLE COUNTY,2017,61,686.9752273,6.93914371,742.4883769,6.93914371,7.2,44835,19.8,16.2
OTTAWA COUNTY,2014,62,1273.714062,90.45570115,1288.382554,7.33424604,7.7,50345,15.6,10.1
OTTAWA COUNTY,2015,62,1256.318398,83.42739363,1278.40212,12.26873436,6.6,58793,15.3,9.7
OTTAWA COUNTY,2016,62,1180.655041,66.6897199,1190.535,34.57985476,6.5,56569,15,10.4
OTTAWA COUNTY,2017,62,1077.968104,73.83343178,1112.423705,17.22780075,6.7,55968,12.9,8.9
PAULDING COUNTY,2014,63,948.6665964,26.3518499,943.3962264,15.81110994,5.5,47358,18.1,12.3
PAULDING COUNTY,2015,63,559.2487074,89.69083043,559.2487074,0,4.8,49796,17.3,10.9
PAULDING COUNTY,2016,63,753.8755574,74.32575918,753.8755574,0,4.6,51020,15.4,10.7
PAULDING COUNTY,2017,63,589.234526,47.77577237,562.6924302,15.92525746,4.4,52534,15.6,10.2
PERRY COUNTY,2014,64,1472.430206,119.6871434,1533.665488,11.13368776,7.4,43341,25.1,17.8
PERRY COUNTY,2015,64,1045.257422,94.51795841,1075.836762,19.45957967,6.5,44738,25.9,18.8
PERRY COUNTY,2016,64,1024.971529,88.88641982,1044.415433,16.66620372,6.4,47543,23.9,17
PERRY COUNTY,2017,64,641.7736289,75.01250208,647.3301106,16.66944491,6,51702,24.9,15.7
PICKAWAY COUNTY,2014,65,2432.01298,123.4524355,2509.611654,14.10884978,5.7,54868,19,13.2
PICKAWAY COUNTY,2015,65,2712.61383,135.1043111,2805.607706,17.54601442,4.8,58472,17.6,12.4
PICKAWAY COUNTY,2016,65,2531.447634,121.6206825,2581.833345,10.42462993,4.8,60051,17.8,13.2
PICKAWAY COUNTY,2017,65,2525.882068,145.4243274,2567.431876,29.43111388,4.6,62445,16.6,12
PIKE COUNTY,2014,66,1165.707019,67.11646473,1204.56392,17.66222756,9.1,40512,32.7,21.9
PIKE COUNTY,2015,66,1543.690695,106.2172497,1628.664495,38.94632488,7.3,39851,33.3,21.4
PIKE COUNTY,2016,66,1417.333995,88.58337467,1530.720714,24.80334491,7.5,42869,29.7,20.5
PIKE COUNTY,2017,66,1356.85691,141.7082935,1363.942325,46.05519538,6.9,43499,30.5,20
PORTAGE COUNTY,2014,67,1594.863935,104.6417865,1615.176752,18.46619763,5.9,52047,18.2,14.2
PORTAGE COUNTY,2015,67,1477.108508,89.78261538,1493.097193,22.13817913,4.9,53609,16.1,13.6
PORTAGE COUNTY,2016,67,1508.041453,94.09883453,1528.33728,28.29115286,5,52947,15,13.5
PORTAGE COUNTY,2017,67,1569.25442,84.24289008,1563.105304,23.98155265,5,59490,13.9,11.8
PREBLE COUNTY,2014,68,908.5213033,53.01715828,959.1285907,19.27896665,5.7,49516,19.9,13
PREBLE COUNTY,2015,68,1101.988423,48.43905156,1140.739664,36.32928867,4.8,51042,18.9,12.7
PREBLE COUNTY,2016,68,794.9048302,41.32532756,821.644748,51.04893405,4.8,57896,16.8,11
PREBLE COUNTY,2017,68,622.6589483,60.80653792,646.9815635,70.53558399,4.4,52300,13.9,9.9
PUTNAM COUNTY,2014,69,356.7668733,40.94046087,345.0695988,8.772955901,4.6,56519,9.6,7.8
PUTNAM COUNTY,2015,69,358.6231224,41.15347306,346.8649872,11.75813516,3.9,60036,8.7,7.2
PUTNAM COUNTY,2016,69,358.8868624,41.18373831,347.12008,11.76678237,3.7,61069,9.5,8.3
PUTNAM COUNTY,2017,69,360.3710049,41.35404974,348.5555621,8.861582088,3.5,62944,7.3,6.4
RICHLAND COUNTY,2014,70,4374.805318,208.206961,4455.137138,25.41108579,6.6,41948,23.4,15.9
RICHLAND COUNTY,2015,70,3896.402689,261.2939804,3910.371235,29.58045061,5.6,45273,23.4,15.1
RICHLAND COUNTY,2016,70,3596.635884,239.116095,3658.476253,56.06860158,5.5,44835,22.1,15.8
RICHLAND COUNTY,2017,70,3310.851729,268.7837535,3292.600981,40.64939482,5.4,47141,20.4,13.4
ROSS COUNTY,2014,71,3923.832255,212.7300793,3988.688986,37.61690426,6.4,42466,27.2,19.2
ROSS COUNTY,2015,71,3888.384166,225.8273848,3955.87281,49.31862427,5.4,45615,25.9,17.8
ROSS COUNTY,2016,71,3903.099061,278.4210663,3985.064141,52.04132081,5.5,47507,24.9,18.6
ROSS COUNTY,2017,71,3535.954475,254.7853078,3603.20745,37.50646663,5.1,50387,23.2,16.3
SANDUSKY COUNTY,2014,72,2139.502231,78.55984756,2159.560065,21.72931954,5.7,46447,21.2,14.5
SANDUSKY COUNTY,2015,72,2087.04719,84.08731627,2073.593219,20.1809559,4.8,49994,18.3,12.2
SANDUSKY COUNTY,2016,72,2018.651871,150.0919102,2037.202557,37.10137106,4.7,52452,16.2,11.6
SANDUSKY COUNTY,2017,72,1849.032345,128.5694952,1779.672486,38.90918934,4.7,53058,15.6,11.1
SCIOTO COUNTY,2014,73,3268.193634,184.9432884,3455.723542,29.7461233,8.8,37625,36.1,27.2
SCIOTO COUNTY,2015,73,2892.685656,175.6691694,3001.990917,39.0375932,7.7,37277,32.1,23
SCIOTO COUNTY,2016,73,2519.819171,152.0015724,2604.992465,45.86254341,7.7,39245,31.6,22.1
SCIOTO COUNTY,2017,73,2934.201165,231.8901684,2994.808822,67.19544652,7,41843,30.2,21.4
SENECA COUNTY,2014,74,1039.389269,112.8991792,1028.636966,19.71255511,5.8,45003,25.6,17.5
SENECA COUNTY,2015,74,1134.137355,149.1813002,1094.595323,16.17628557,4.8,48617,19.8,13.6
SENECA COUNTY,2016,74,1478.889751,162.3171677,1381.49945,9.01762043,4.9,49546,17.7,12.9
SENECA COUNTY,2017,74,1154.10358,124.8168448,1139.632062,34.36985583,4.7,47805,17.3,13.6
SHELBY COUNTY,2014,75,2253.135597,112.3503697,2265.392001,14.29913797,5.1,50774,16,10.7
SHELBY COUNTY,2015,75,2284.605962,102.0824826,2302.980808,16.33319722,4.3,59149,13.6,8.9
SHELBY COUNTY,2016,75,2385.106427,123.1552372,2413.842649,30.78880929,4.2,59604,12.1,9.4
SHELBY COUNTY,2017,75,1954.705049,131.4087428,1960.864834,43.11849373,4.1,60148,11.7,8.1
STARK COUNTY,2014,76,2661.856137,290.4956532,2696.736916,15.70966411,5.8,47745,21.6,14.9
STARK COUNTY,2015,76,2426.67663,327.4532305,2448.827093,15.74550986,5.3,48976,20.2,13.4
STARK COUNTY,2016,76,2298.573567,287.0539217,2352.931726,25.97409553,5.5,51036,19.4,13.2
STARK COUNTY,2017,76,2397.621998,316.0636105,2329.894081,24.45730319,5.2,51214,22.3,14.3
SUMMIT COUNTY,2014,77,2743.233627,308.4086996,2789.872839,21.75267576,5.9,50453,20.3,13.4
SUMMIT COUNTY,2015,77,2751.585821,280.5292406,2818.211515,31.92865698,5,51434,21.5,14.4
SUMMIT COUNTY,2016,77,2677.53352,292.5549118,2755.893143,55.07350835,5.1,52226,19.7,13.7
SUMMIT COUNTY,2017,77,2719.375644,327.0929705,2728.974309,44.11694127,5,55531,18.7,12.9
TRUMBULL COUNTY,2014,78,1883.580022,198.0661717,1907.972407,26.34377653,7.3,43160,28.3,17.2
TRUMBULL COUNTY,2015,78,2069.481056,202.6202935,2100.464256,43.76991777,6.5,42831,26.9,17.6
TRUMBULL COUNTY,2016,78,1818.957012,195.8266612,1851.677416,55.02977061,6.8,45929,29.2,17.6
TRUMBULL COUNTY,2017,78,1850.09535,205.677087,1861.078107,67.39419112,7.2,46340,24.1,15.4
TUSCARAWAS COUNTY,2014,79,794.2331765,45.32308888,822.2903268,6.474726982,5.6,46128,18.3,13.4
TUSCARAWAS COUNTY,2015,79,771.7762711,33.41489442,805.1911655,8.62319856,5.4,47588,18,13
TUSCARAWAS COUNTY,2016,79,879.049676,42.11663067,916.8466523,15.1187905,5.8,50273,16.6,12.7
TUSCARAWAS COUNTY,2017,79,732.5967688,61.68096872,746.6643581,23.80668968,5,51408,17.4,12.8
UNION COUNTY,2014,80,824.6002643,59.56480465,843.2142658,11.16840087,4.5,69900,9.2,7.7
UNION COUNTY,2015,80,840.7999558,53.35492061,864.7176789,9.199124243,3.8,76116,8.8,7.6
UNION COUNTY,2016,80,595.7523398,43.19654428,626.349892,12.59899208,3.8,78796,7.2,6.1
UNION COUNTY,2017,80,950.7544413,73.94756765,950.7544413,17.60656373,3.7,86609,5.9,5.2
VAN WERT COUNTY,2014,81,1909.501624,141.1831145,1902.442468,14.11831145,4.9,49565,14.8,10.1
VAN WERT COUNTY,2015,81,1945.278023,141.2180053,1941.747573,3.530450132,4.2,51264,15.3,11.2
VAN WERT COUNTY,2016,81,1951.946623,134.8617667,1983.887568,28.39195088,4,52610,13.1,8.9
VAN WERT COUNTY,2017,81,1841.575059,148.4571065,1795.62405,28.2775441,3.9,49120,13.7,11.4
VINTON COUNTY,2014,82,1173.264704,121.1111952,1211.111952,22.7083491,8,37633,36.3,23.7
VINTON COUNTY,2015,82,1436.979286,91.72208209,1482.840327,7.643506841,6.6,41675,32.9,18.9
VINTON COUNTY,2016,82,1013.747024,168.9578373,1036.786729,15.35980339,7.1,41522,31.8,20.8
VINTON COUNTY,2017,82,1106.785742,106.8620716,1144.950767,15.26601023,6.8,40927,29,19.8
WARREN COUNTY,2014,83,1143.665332,66.4238656,1175.747607,18.07452125,5,72973,7.5,5.8
WARREN COUNTY,2015,83,1260.3841,66.54756588,1305.493524,18.75837427,4.2,81383,6.6,5.2
WARREN COUNTY,2016,83,1120.565623,63.11180941,1152.342198,25.59779682,4.2,81543,6.1,5.4
WARREN COUNTY,2017,83,974.8360344,64.66863877,993.1879454,35.39297122,4.1,85532,5.6,4.7
WASHINGTON COUNTY,2014,84,869.96337,75.22239665,902.6687598,19.62323391,6.4,45048,21.2,15.7
WASHINGTON COUNTY,2015,84,1057.255725,90.15358893,1093.31716,13.1132493,6,44697,21.5,15
WASHINGTON COUNTY,2016,84,803.9354871,82.53957773,846.8560675,33.01583109,7,47802,19.2,13.7
WASHINGTON COUNTY,2017,84,767.4241672,56.23366743,785.6174126,23.15503953,6.2,46417,20.8,14.6
WAYNE COUNTY,2014,85,1364.757846,129.4018185,1381.148743,11.21482427,4.7,50106,20.4,13.9
WAYNE COUNTY,2015,85,1307.639367,106.6758431,1345.492085,20.64693737,3.9,52717,16.9,11.3
WAYNE COUNTY,2016,85,1286.53467,109.7111511,1321.676524,30.85626125,4,53605,16.2,11.9
WAYNE COUNTY,2017,85,1483.909262,169.4667389,1459.822619,17.20474507,3.9,56172,17.4,12.9
WILLIAMS COUNTY,2014,86,494.756655,56.46679215,494.756655,5.377789728,5.5,42214,21.6,14.2
WILLIAMS COUNTY,2015,86,505.3507729,35.13133715,510.755594,2.70241055,4.4,49031,17.5,12
WILLIAMS COUNTY,2016,86,425.0595625,46.02555772,457.5481915,24.36647173,4.5,50770,14.3,9.7
WILLIAMS COUNTY,2017,86,566.0480052,92.52707778,527.9486203,10.88553856,4.4,50347,13.9,10.7
WOOD COUNTY,2014,87,1240.567205,75.38504361,1247.912414,12.37087895,5.2,54996,12.3,13.5
WOOD COUNTY,2015,87,1240.855026,75.40253353,1248.20194,17.013905,4.3,57390,10.9,11.7
WOOD COUNTY,2016,87,1265.715518,65.48132627,1286.515469,16.17773943,4.2,60347,10.9,11.4
WOOD COUNTY,2017,87,1199.705819,84.2705237,1193.577054,13.02362639,4.4,61774,9.5,10.8
WYANDOT COUNTY,2014,88,812.3513307,71.81006238,801.1310085,0,4.4,47905,13.8,10
WYANDOT COUNTY,2015,88,816.1240869,72.1435657,804.8516548,9.017945712,3.7,51109,11.7,8.8
WYANDOT COUNTY,2016,88,770.1019253,63.42015855,792.7519819,18.1200453,3.7,55590,11.3,8.6
WYANDOT COUNTY,2017,88,870.1957941,81.58085569,824.8730964,13.59680928,3.7,47527,10.5,8.8